Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2/10/2024,PA012,Tokyo,Perth,Economy,1745,Yes,2,Vegan
6/29/2024,PA005,London,Tokyo,First Class,617,Yes,3,Nut Free
3/10/2024,PA002,New York,London,Premium Economy,725,Yes,1,Vegan
8/19/2024,PA010,Tokyo,New York,Business Class,452.4,Yes,0,Dairy Free
10/14/2024,PA010,Tokyo,New York,First Class,331,Yes,2,None
8/14/2024,PA011,Perth,Tokyo,Economy,1355,Yes,0,Vegetarian
9/29/2024,PA007,New York,Perth,Economy,3460,Yes,3,None
6/21/2024,PA005,London,Tokyo,First Class,238,Yes,3,Vegan
1/3/2024,PA004,Perth,London,First Class,620,Yes,2,None
11/30/2024,PA004,Perth,London,Economy,3225,Yes,2,None
4/30/2024,PA001,London,New York,Economy,2925,Yes,2,Vegetarian
11/23/2024,PA001,London,New York,Business Class,772.8,Yes,3,Dairy Free
7/3/2024,PA003,London,Perth,Premium Economy,555,Yes,2,Egg Free
11/5/2024,PA002,New York,London,Premium Economy,1030,Yes,1,Egg Free
6/26/2024,PA003,London,Perth,Business Class,241.2,Yes,2,Vegetarian
3/16/2024,PA005,London,Tokyo,Business Class,734.4,Yes,2,Vegan
1/6/2024,PA001,London,New York,Business Class,727.2,Yes,2,Nut Free
1/26/2024,PA004,Perth,London,First Class,524,Yes,0,Egg Free
8/25/2024,PA011,Perth,Tokyo,Economy,2985,Yes,1,Vegetarian
10/11/2024,PA005,London,Tokyo,Economy,1675,Yes,3,Vegetarian
3/30/2024,PA012,Tokyo,Perth,Business Class,272.4,Yes,3,None
2/6/2024,PA002,New York,London,Business Class,589.2,Yes,1,Vegetarian
8/1/2024,PA006,Tokyo,London,Business Class,789.6,Yes,0,None
12/28/2024,PA009,New York,Tokyo,Economy,2705,Yes,3,Dairy Free
8/6/2024,PA012,Tokyo,Perth,Business Class,442.8,Yes,3,Nut Free
11/17/2024,PA012,Tokyo,Perth,Premium Economy,1585,Yes,1,Vegetarian
8/17/2024,PA003,London,Perth,Business Class,532.8,Yes,2,Nut Free
9/22/2024,PA011,Perth,Tokyo,Economy,2035,Yes,0,Vegetarian
10/24/2024,PA003,London,Perth,Premium Economy,1037.5,Yes,1,Nut Free
11/28/2024,PA012,Tokyo,Perth,Business Class,588,Yes,2,Nut Free
3/20/2024,PA003,London,Perth,First Class,303,Yes,0,None
8/13/2024,PA004,Perth,London,Business Class,606,Yes,2,Dairy Free
3/1/2024,PA008,Perth,New York,First Class,471,Yes,2,Nut Free
5/22/2024,PA004,Perth,London,First Class,670,Yes,0,Dairy Free
2/29/2024,PA008,Perth,New York,Business Class,387.6,Yes,2,Egg Free
5/28/2024,PA010,Tokyo,New York,Premium Economy,720,Yes,1,None
10/16/2024,PA001,London,New York,Premium Economy,662.5,Yes,0,Egg Free
12/17/2024,PA007,New York,Perth,Economy,1295,Yes,1,Vegan
7/26/2024,PA009,New York,Tokyo,First Class,225,Yes,2,Vegan
12/28/2024,PA008,Perth,New York,Premium Economy,542.5,Yes,2,None
9/20/2024,PA005,London,Tokyo,Economy,2355,Yes,3,Egg Free
10/2/2024,PA006,Tokyo,London,Business Class,706.8,Yes,1,Vegan
4/2/2024,PA003,London,Perth,First Class,667,Yes,1,Vegan
2/9/2024,PA010,Tokyo,New York,First Class,680,Yes,1,Egg Free
9/3/2024,PA009,New York,Tokyo,Business Class,369.6,Yes,2,Nut Free
8/31/2024,PA011,Perth,Tokyo,First Class,284,Yes,3,Egg Free
1/21/2024,PA001,London,New York,Business Class,552,Yes,3,Dairy Free
8/10/2024,PA006,Tokyo,London,First Class,234,Yes,3,Egg Free
12/16/2024,PA012,Tokyo,Perth,Premium Economy,552.5,Yes,2,Dairy Free
4/4/2024,PA002,New York,London,Business Class,304.8,Yes,0,Vegan
10/13/2024,PA009,New York,Tokyo,First Class,410,Yes,0,Dairy Free
11/21/2024,PA005,London,Tokyo,Economy,1665,Yes,0,Nut Free
6/23/2024,PA001,London,New York,Premium Economy,582.5,Yes,3,Nut Free
9/6/2024,PA011,Perth,Tokyo,Premium Economy,710,Yes,1,Vegetarian
2/21/2024,PA003,London,Perth,Business Class,436.8,Yes,0,Egg Free
10/8/2024,PA011,Perth,Tokyo,Premium Economy,1360,Yes,1,Dairy Free
11/11/2024,PA008,Perth,New York,Premium Economy,1332.5,Yes,3,Nut Free
11/21/2024,PA012,Tokyo,Perth,First Class,555,Yes,0,Nut Free
6/8/2024,PA009,New York,Tokyo,First Class,589,Yes,0,Vegan
11/26/2024,PA012,Tokyo,Perth,First Class,495,Yes,1,Dairy Free
5/26/2024,PA002,New York,London,Economy,3405,Yes,3,Vegetarian
4/17/2024,PA006,Tokyo,London,Business Class,550.8,Yes,2,Egg Free
8/30/2024,PA008,Perth,New York,Business Class,602.4,Yes,0,Nut Free
1/6/2024,PA007,New York,Perth,Premium Economy,1192.5,Yes,3,Egg Free
8/4/2024,PA007,New York,Perth,Premium Economy,1235,Yes,1,Vegetarian
5/28/2024,PA006,Tokyo,London,First Class,507,Yes,2,None
4/2/2024,PA011,Perth,Tokyo,First Class,506,Yes,2,Dairy Free
11/9/2024,PA001,London,New York,Economy,1370,Yes,2,Vegan
10/9/2024,PA006,Tokyo,London,First Class,514,Yes,1,None
12/18/2024,PA010,Tokyo,New York,Business Class,362.4,Yes,3,Egg Free
12/31/2024,PA001,London,New York,Premium Economy,615,Yes,0,Egg Free
8/21/2024,PA010,Tokyo,New York,First Class,421,Yes,1,None
6/13/2024,PA008,Perth,New York,First Class,632,Yes,1,Vegan
12/4/2024,PA005,London,Tokyo,First Class,256,Yes,0,Egg Free
11/3/2024,PA012,Tokyo,Perth,Premium Economy,1087.5,Yes,0,Vegetarian
7/26/2024,PA007,New York,Perth,Business Class,424.8,Yes,1,Egg Free
11/29/2024,PA007,New York,Perth,Premium Economy,882.5,Yes,0,None
4/15/2024,PA006,Tokyo,London,Premium Economy,1355,Yes,3,None
12/13/2024,PA003,London,Perth,Business Class,364.8,Yes,0,Nut Free
11/4/2024,PA009,New York,Tokyo,Economy,2045,Yes,0,Dairy Free
8/20/2024,PA009,New York,Tokyo,First Class,505,Yes,3,Vegan
8/17/2024,PA009,New York,Tokyo,Economy,2525,Yes,3,Nut Free
5/23/2024,PA011,Perth,Tokyo,Business Class,697.2,Yes,2,Dairy Free
8/25/2024,PA003,London,Perth,Premium Economy,1207.5,Yes,0,Dairy Free
11/8/2024,PA009,New York,Tokyo,Premium Economy,670,Yes,2,Vegetarian
1/27/2024,PA011,Perth,Tokyo,Business Class,289.2,Yes,2,Dairy Free
2/7/2024,PA004,Perth,London,First Class,583,Yes,2,Egg Free
12/29/2024,PA002,New York,London,Premium Economy,740,Yes,2,None
9/25/2024,PA012,Tokyo,Perth,First Class,485,Yes,0,Vegan
4/24/2024,PA007,New York,Perth,First Class,673,Yes,3,Vegan
12/5/2024,PA008,Perth,New York,Business Class,734.4,Yes,2,Vegetarian
11/11/2024,PA004,Perth,London,Economy,3405,Yes,2,Egg Free
12/2/2024,PA008,Perth,New York,First Class,288,Yes,0,Vegetarian
7/14/2024,PA005,London,Tokyo,Economy,2290,Yes,1,Egg Free
1/10/2024,PA002,New York,London,Economy,3305,Yes,0,None
8/23/2024,PA003,London,Perth,Economy,2455,Yes,1,Dairy Free
2/22/2024,PA009,New York,Tokyo,Premium Economy,507.5,Yes,1,Nut Free
5/28/2024,PA007,New York,Perth,First Class,584,Yes,1,Dairy Free
1/4/2024,PA011,Perth,Tokyo,Business Class,692.4,Yes,1,Vegan
4/2/2024,PA004,Perth,London,First Class,280,Yes,2,Vegan
9/25/2024,PA004,Perth,London,Business Class,321.6,Yes,3,None
7/30/2024,PA001,London,New York,Premium Economy,560,Yes,1,Vegan
12/19/2024,PA006,Tokyo,London,Business Class,529.2,Yes,3,Vegan
10/11/2024,PA005,London,Tokyo,First Class,633,Yes,0,None
2/16/2024,PA010,Tokyo,New York,Business Class,594,Yes,3,Vegan
6/15/2024,PA009,New York,Tokyo,Business Class,453.6,Yes,1,Egg Free
10/20/2024,PA003,London,Perth,Business Class,656.4,Yes,1,None
4/19/2024,PA001,London,New York,Premium Economy,1287.5,Yes,0,Vegan
10/7/2024,PA010,Tokyo,New York,First Class,583,Yes,3,Dairy Free
12/12/2024,PA011,Perth,Tokyo,Economy,1165,Yes,3,Vegetarian
12/9/2024,PA007,New York,Perth,Premium Economy,1170,Yes,2,Egg Free
4/13/2024,PA009,New York,Tokyo,Economy,2110,Yes,3,Dairy Free
1/16/2024,PA003,London,Perth,Premium Economy,867.5,Yes,1,Egg Free
3/11/2024,PA004,Perth,London,Business Class,804,Yes,2,Vegan
6/13/2024,PA009,New York,Tokyo,First Class,519,Yes,2,Nut Free
10/24/2024,PA012,Tokyo,Perth,Business Class,700.8,Yes,0,Vegetarian
3/31/2024,PA001,London,New York,Business Class,553.2,Yes,2,Nut Free
2/21/2024,PA008,Perth,New York,Premium Economy,1505,Yes,2,Egg Free
10/11/2024,PA006,Tokyo,London,Business Class,704.4,Yes,2,Vegan
9/18/2024,PA002,New York,London,First Class,630,Yes,2,None
10/25/2024,PA004,Perth,London,First Class,313,Yes,3,Egg Free
9/15/2024,PA005,London,Tokyo,First Class,655,Yes,0,Dairy Free
4/19/2024,PA002,New York,London,Business Class,423.6,Yes,1,Nut Free
4/3/2024,PA009,New York,Tokyo,Economy,3340,Yes,3,Egg Free
6/2/2024,PA007,New York,Perth,Business Class,408,Yes,2,Vegetarian
6/10/2024,PA010,Tokyo,New York,Premium Economy,1317.5,Yes,3,Nut Free
1/8/2024,PA012,Tokyo,Perth,Economy,3120,Yes,2,Vegetarian
9/25/2024,PA003,London,Perth,Premium Economy,572.5,Yes,0,Egg Free
9/30/2024,PA006,Tokyo,London,Premium Economy,1435,Yes,1,Vegan
9/16/2024,PA005,London,Tokyo,First Class,233,Yes,3,Nut Free
7/29/2024,PA008,Perth,New York,Business Class,520.8,Yes,2,Vegetarian
5/14/2024,PA005,London,Tokyo,First Class,239,Yes,2,Dairy Free
11/18/2024,PA007,New York,Perth,Premium Economy,600,Yes,1,Vegetarian
5/27/2024,PA009,New York,Tokyo,Economy,1520,Yes,2,Egg Free
7/15/2024,PA008,Perth,New York,Business Class,316.8,Yes,0,Nut Free
11/16/2024,PA009,New York,Tokyo,Economy,2290,Yes,2,Vegetarian
1/11/2024,PA012,Tokyo,Perth,First Class,269,Yes,1,Nut Free
2/12/2024,PA011,Perth,Tokyo,Business Class,504,Yes,2,None
2/24/2024,PA008,Perth,New York,Economy,1500,Yes,1,Vegan
1/28/2024,PA011,Perth,Tokyo,Business Class,512.4,Yes,1,Nut Free
2/8/2024,PA009,New York,Tokyo,Premium Economy,585,Yes,2,Vegetarian
7/19/2024,PA008,Perth,New York,Business Class,463.2,Yes,2,Nut Free
8/20/2024,PA006,Tokyo,London,Premium Economy,1325,Yes,1,Dairy Free
11/19/2024,PA007,New York,Perth,Premium Economy,1372.5,Yes,2,None
3/22/2024,PA005,London,Tokyo,First Class,340,Yes,1,Nut Free
2/14/2024,PA004,Perth,London,Business Class,678,Yes,0,Nut Free
10/20/2024,PA004,Perth,London,First Class,616,Yes,3,Egg Free
12/8/2024,PA002,New York,London,First Class,333,Yes,3,None
4/17/2024,PA009,New York,Tokyo,Premium Economy,1000,Yes,0,None
2/4/2024,PA001,London,New York,Premium Economy,537.5,Yes,2,None
1/29/2024,PA010,Tokyo,New York,First Class,413,Yes,2,Nut Free
4/27/2024,PA003,London,Perth,Premium Economy,965,Yes,3,Dairy Free
5/9/2024,PA010,Tokyo,New York,Premium Economy,1725,Yes,0,Vegetarian
12/23/2024,PA002,New York,London,Premium Economy,1475,Yes,0,None
4/15/2024,PA004,Perth,London,Premium Economy,1582.5,Yes,0,Vegetarian
12/23/2024,PA004,Perth,London,Business Class,399.6,Yes,2,Nut Free
8/27/2024,PA012,Tokyo,Perth,Premium Economy,1312.5,Yes,2,Nut Free
11/2/2024,PA005,London,Tokyo,Economy,1170,Yes,3,Dairy Free
7/21/2024,PA007,New York,Perth,Business Class,746.4,Yes,3,Egg Free
8/15/2024,PA009,New York,Tokyo,Business Class,608.4,Yes,2,Dairy Free
11/11/2024,PA009,New York,Tokyo,First Class,456,Yes,3,Nut Free
4/26/2024,PA012,Tokyo,Perth,Premium Economy,1735,Yes,1,Egg Free
4/26/2024,PA002,New York,London,Business Class,338.4,Yes,3,Nut Free
5/19/2024,PA005,London,Tokyo,First Class,341,Yes,3,Egg Free
7/4/2024,PA008,Perth,New York,Business Class,622.8,Yes,2,None
3/11/2024,PA005,London,Tokyo,Business Class,708,Yes,0,Egg Free
2/15/2024,PA005,London,Tokyo,Business Class,309.6,Yes,2,Egg Free
4/18/2024,PA007,New York,Perth,Premium Economy,1282.5,Yes,0,Vegetarian
10/27/2024,PA010,Tokyo,New York,First Class,695,Yes,2,Egg Free
3/24/2024,PA004,Perth,London,Economy,1810,Yes,2,None
1/30/2024,PA007,New York,Perth,Economy,2815,Yes,2,Vegan
11/4/2024,PA011,Perth,Tokyo,Premium Economy,1145,Yes,0,Nut Free
8/3/2024,PA005,London,Tokyo,First Class,334,Yes,0,Egg Free
11/21/2024,PA012,Tokyo,Perth,Economy,1265,Yes,0,Vegan
11/12/2024,PA009,New York,Tokyo,Premium Economy,652.5,Yes,3,Nut Free
2/28/2024,PA003,London,Perth,First Class,415,Yes,0,Egg Free
6/2/2024,PA003,London,Perth,Business Class,711.6,Yes,1,Dairy Free
8/9/2024,PA012,Tokyo,Perth,Economy,1270,Yes,2,Vegetarian
3/16/2024,PA007,New York,Perth,Economy,3010,Yes,1,Nut Free
6/4/2024,PA005,London,Tokyo,Business Class,799.2,Yes,0,Dairy Free
10/28/2024,PA006,Tokyo,London,Economy,1055,Yes,2,Dairy Free
12/9/2024,PA007,New York,Perth,Premium Economy,1650,Yes,3,Vegetarian
10/18/2024,PA006,Tokyo,London,Premium Economy,1722.5,Yes,0,Vegetarian
4/27/2024,PA006,Tokyo,London,Premium Economy,805,Yes,0,Vegan
5/16/2024,PA006,Tokyo,London,First Class,307,Yes,1,Dairy Free
4/24/2024,PA006,Tokyo,London,Premium Economy,855,Yes,3,Vegetarian
1/29/2024,PA009,New York,Tokyo,Premium Economy,1227.5,Yes,3,Dairy Free
8/6/2024,PA003,London,Perth,Economy,1715,Yes,0,Egg Free
12/11/2024,PA012,Tokyo,Perth,Business Class,634.8,Yes,1,Vegetarian
10/15/2024,PA004,Perth,London,Economy,1405,Yes,3,Vegetarian
9/17/2024,PA003,London,Perth,Business Class,411.6,Yes,0,Nut Free
11/18/2024,PA010,Tokyo,New York,Business Class,800.4,Yes,0,Vegetarian
1/29/2024,PA009,New York,Tokyo,Economy,1995,Yes,0,Egg Free
3/25/2024,PA011,Perth,Tokyo,First Class,201,Yes,1,Vegan
12/22/2024,PA002,New York,London,First Class,525,Yes,1,Egg Free
7/26/2024,PA009,New York,Tokyo,Economy,2685,Yes,2,Vegetarian
8/24/2024,PA006,Tokyo,London,First Class,303,Yes,3,Dairy Free
1/10/2024,PA010,Tokyo,New York,Premium Economy,927.5,Yes,1,Egg Free
10/6/2024,PA003,London,Perth,Premium Economy,1047.5,Yes,3,Egg Free
8/22/2024,PA012,Tokyo,Perth,Business Class,675.6,Yes,0,Vegetarian
5/23/2024,PA003,London,Perth,Economy,2815,Yes,1,Dairy Free
2/9/2024,PA001,London,New York,Economy,2700,Yes,0,None
6/13/2024,PA006,Tokyo,London,Economy,1945,Yes,1,Vegetarian
9/19/2024,PA010,Tokyo,New York,Economy,2720,Yes,0,None
3/23/2024,PA012,Tokyo,Perth,Economy,2015,Yes,3,Dairy Free
11/7/2024,PA006,Tokyo,London,First Class,215,Yes,3,Dairy Free
5/16/2024,PA005,London,Tokyo,Business Class,487.2,Yes,1,Nut Free
8/15/2024,PA003,London,Perth,Business Class,496.8,Yes,1,Egg Free
7/12/2024,PA007,New York,Perth,First Class,411,Yes,3,None
6/17/2024,PA001,London,New York,First Class,462,Yes,1,Vegetarian
12/17/2024,PA010,Tokyo,New York,First Class,224,Yes,2,None
8/23/2024,PA009,New York,Tokyo,First Class,530,Yes,3,Egg Free
11/10/2024,PA006,Tokyo,London,Premium Economy,1702.5,Yes,0,Egg Free
4/23/2024,PA008,Perth,New York,Economy,2630,Yes,3,Egg Free
10/5/2024,PA006,Tokyo,London,First Class,659,Yes,1,None
4/12/2024,PA012,Tokyo,Perth,Premium Economy,1222.5,Yes,0,Egg Free
1/13/2024,PA007,New York,Perth,First Class,571,Yes,3,Dairy Free
6/17/2024,PA004,Perth,London,Premium Economy,500,Yes,2,Egg Free
5/15/2024,PA001,London,New York,Business Class,699.6,Yes,1,None
2/19/2024,PA011,Perth,Tokyo,Economy,2810,Yes,2,Vegetarian
3/25/2024,PA002,New York,London,Economy,2325,Yes,3,Vegetarian
10/21/2024,PA001,London,New York,Economy,2000,Yes,0,Nut Free
11/16/2024,PA004,Perth,London,Economy,1050,Yes,3,Vegetarian
4/6/2024,PA012,Tokyo,Perth,First Class,235,Yes,2,Vegetarian
6/7/2024,PA008,Perth,New York,Economy,2740,Yes,0,Vegan
4/1/2024,PA005,London,Tokyo,Business Class,552,Yes,2,Vegan
12/17/2024,PA011,Perth,Tokyo,First Class,208,Yes,3,Vegan
6/10/2024,PA006,Tokyo,London,Premium Economy,1147.5,Yes,3,Vegan
1/26/2024,PA008,Perth,New York,Economy,2610,Yes,0,None
1/17/2024,PA012,Tokyo,Perth,Business Class,805.2,Yes,1,None
3/4/2024,PA001,London,New York,Business Class,697.2,Yes,0,None
8/8/2024,PA011,Perth,Tokyo,First Class,582,Yes,3,Vegan
7/20/2024,PA001,London,New York,Economy,2885,Yes,3,Nut Free
6/17/2024,PA008,Perth,New York,Premium Economy,1185,Yes,3,Nut Free
1/21/2024,PA009,New York,Tokyo,Business Class,411.6,Yes,3,Dairy Free
3/1/2024,PA004,Perth,London,First Class,493,Yes,1,Egg Free
5/12/2024,PA005,London,Tokyo,Premium Economy,1030,Yes,0,Egg Free
12/25/2024,PA007,New York,Perth,Business Class,386.4,Yes,1,None
4/17/2024,PA007,New York,Perth,Business Class,355.2,Yes,3,Dairy Free
1/17/2024,PA005,London,Tokyo,Business Class,537.6,Yes,1,Vegan
4/5/2024,PA011,Perth,Tokyo,Business Class,763.2,Yes,3,None
7/3/2024,PA004,Perth,London,Business Class,550.8,Yes,1,Dairy Free
4/25/2024,PA007,New York,Perth,Business Class,482.4,Yes,1,Egg Free
10/24/2024,PA011,Perth,Tokyo,Business Class,712.8,Yes,2,Vegan
1/31/2024,PA012,Tokyo,Perth,First Class,397,Yes,1,Egg Free
2/19/2024,PA009,New York,Tokyo,Economy,2385,Yes,2,Vegan
10/30/2024,PA001,London,New York,First Class,287,Yes,2,Vegetarian
1/14/2024,PA010,Tokyo,New York,Business Class,636,Yes,1,Nut Free
2/24/2024,PA006,Tokyo,London,Premium Economy,1132.5,Yes,2,Nut Free
8/14/2024,PA002,New York,London,First Class,429,Yes,3,Nut Free
10/15/2024,PA012,Tokyo,Perth,Business Class,273.6,Yes,2,Vegan
8/19/2024,PA008,Perth,New York,Economy,1985,Yes,3,Dairy Free
10/4/2024,PA006,Tokyo,London,Business Class,357.6,Yes,0,Egg Free
5/23/2024,PA010,Tokyo,New York,Business Class,492,Yes,3,None
7/4/2024,PA007,New York,Perth,Premium Economy,1750,Yes,0,Nut Free
1/31/2024,PA004,Perth,London,Economy,2845,Yes,0,Nut Free
10/6/2024,PA001,London,New York,Business Class,776.4,Yes,2,Vegan
11/15/2024,PA012,Tokyo,Perth,Business Class,456,Yes,2,Egg Free
9/17/2024,PA005,London,Tokyo,Economy,2995,Yes,0,Vegan
1/3/2024,PA008,Perth,New York,Business Class,558,Yes,2,Dairy Free
10/23/2024,PA003,London,Perth,Business Class,406.8,Yes,3,Vegan
10/30/2024,PA008,Perth,New York,Economy,2310,Yes,2,Egg Free
7/5/2024,PA001,London,New York,Premium Economy,835,Yes,2,Vegetarian
12/2/2024,PA004,Perth,London,Business Class,482.4,Yes,1,Vegan
2/22/2024,PA012,Tokyo,Perth,First Class,231,Yes,1,None
12/7/2024,PA010,Tokyo,New York,Business Class,548.4,Yes,0,Vegetarian
10/29/2024,PA004,Perth,London,Premium Economy,905,Yes,3,Vegetarian
11/20/2024,PA006,Tokyo,London,First Class,627,Yes,3,Vegetarian
6/1/2024,PA011,Perth,Tokyo,Business Class,532.8,Yes,0,Vegetarian
7/23/2024,PA001,London,New York,First Class,418,Yes,2,Vegan
3/7/2024,PA002,New York,London,First Class,632,Yes,2,None
7/25/2024,PA008,Perth,New York,Business Class,766.8,Yes,0,Vegetarian
5/14/2024,PA011,Perth,Tokyo,First Class,503,Yes,3,Vegan
4/8/2024,PA006,Tokyo,London,Premium Economy,782.5,Yes,3,None
6/6/2024,PA007,New York,Perth,Premium Economy,1565,Yes,2,Egg Free
12/25/2024,PA003,London,Perth,Premium Economy,1225,Yes,2,Vegan
8/19/2024,PA007,New York,Perth,Economy,3105,Yes,1,None
10/6/2024,PA008,Perth,New York,Premium Economy,1632.5,Yes,3,Vegan
2/28/2024,PA011,Perth,Tokyo,Business Class,626.4,Yes,0,Nut Free
9/28/2024,PA002,New York,London,First Class,521,Yes,3,Dairy Free
2/16/2024,PA010,Tokyo,New York,Business Class,259.2,Yes,0,Vegetarian
7/9/2024,PA006,Tokyo,London,First Class,365,Yes,2,Dairy Free
12/14/2024,PA011,Perth,Tokyo,Premium Economy,1027.5,Yes,2,Dairy Free
5/9/2024,PA012,Tokyo,Perth,Economy,2225,Yes,3,Nut Free
11/12/2024,PA003,London,Perth,Premium Economy,1392.5,Yes,0,Nut Free
2/12/2024,PA006,Tokyo,London,Premium Economy,1075,Yes,0,Egg Free
5/11/2024,PA003,London,Perth,Economy,2000,Yes,1,Vegetarian
3/21/2024,PA011,Perth,Tokyo,Economy,1465,Yes,3,Nut Free
8/27/2024,PA003,London,Perth,First Class,422,Yes,1,Dairy Free
3/18/2024,PA002,New York,London,Business Class,409.2,Yes,0,None
12/1/2024,PA004,Perth,London,Premium Economy,1580,Yes,0,Dairy Free
12/16/2024,PA004,Perth,London,Economy,2770,Yes,0,Dairy Free
4/19/2024,PA011,Perth,Tokyo,First Class,484,Yes,1,Vegetarian
12/25/2024,PA006,Tokyo,London,Economy,3350,Yes,0,Nut Free
10/12/2024,PA008,Perth,New York,First Class,604,Yes,3,Vegetarian
9/7/2024,PA010,Tokyo,New York,First Class,697,Yes,2,None
10/2/2024,PA004,Perth,London,Economy,2420,Yes,0,Nut Free
5/22/2024,PA009,New York,Tokyo,First Class,693,Yes,0,Dairy Free
11/3/2024,PA008,Perth,New York,Economy,2000,Yes,2,Dairy Free
8/8/2024,PA002,New York,London,First Class,548,Yes,1,Dairy Free
10/17/2024,PA007,New York,Perth,Premium Economy,715,Yes,1,None
12/4/2024,PA004,Perth,London,Business Class,442.8,Yes,2,Nut Free
9/4/2024,PA009,New York,Tokyo,Business Class,642,Yes,3,None
4/9/2024,PA005,London,Tokyo,Economy,1350,Yes,1,None
4/29/2024,PA011,Perth,Tokyo,Economy,2785,Yes,1,Dairy Free
8/12/2024,PA008,Perth,New York,First Class,310,Yes,3,Dairy Free
5/23/2024,PA011,Perth,Tokyo,Business Class,302.4,Yes,1,Vegetarian
8/4/2024,PA010,Tokyo,New York,Economy,3390,Yes,0,None
8/21/2024,PA004,Perth,London,Premium Economy,1317.5,Yes,3,Dairy Free
4/25/2024,PA011,Perth,Tokyo,Economy,2135,Yes,0,Dairy Free
3/11/2024,PA007,New York,Perth,Premium Economy,722.5,Yes,2,Vegetarian
10/14/2024,PA007,New York,Perth,First Class,219,Yes,0,Vegan
1/23/2024,PA002,New York,London,Business Class,409.2,Yes,1,Nut Free
5/25/2024,PA002,New York,London,Premium Economy,795,Yes,3,Egg Free
7/15/2024,PA002,New York,London,Premium Economy,892.5,Yes,1,Dairy Free
12/15/2024,PA002,New York,London,Business Class,626.4,Yes,3,Vegetarian
11/28/2024,PA008,Perth,New York,Business Class,740.4,Yes,2,Vegan
12/7/2024,PA006,Tokyo,London,First Class,214,Yes,2,None
8/10/2024,PA005,London,Tokyo,Economy,2530,Yes,2,Egg Free
12/1/2024,PA010,Tokyo,New York,Premium Economy,942.5,Yes,0,Dairy Free
8/26/2024,PA009,New York,Tokyo,Economy,1150,Yes,2,None
12/2/2024,PA005,London,Tokyo,First Class,651,Yes,3,Egg Free
9/9/2024,PA011,Perth,Tokyo,Premium Economy,847.5,Yes,2,Dairy Free
7/2/2024,PA001,London,New York,First Class,295,Yes,3,Egg Free
3/22/2024,PA010,Tokyo,New York,Economy,1985,Yes,0,None
8/26/2024,PA006,Tokyo,London,First Class,399,Yes,2,Dairy Free
3/1/2024,PA005,London,Tokyo,Premium Economy,877.5,Yes,3,None
1/8/2024,PA007,New York,Perth,Premium Economy,1110,Yes,2,Vegetarian
4/15/2024,PA004,Perth,London,First Class,646,Yes,3,Egg Free
8/10/2024,PA004,Perth,London,Business Class,435.6,Yes,1,Vegetarian
5/25/2024,PA002,New York,London,First Class,543,Yes,0,Dairy Free
3/5/2024,PA003,London,Perth,Premium Economy,1192.5,Yes,1,None
1/29/2024,PA007,New York,Perth,Premium Economy,1122.5,Yes,3,Egg Free
10/18/2024,PA009,New York,Tokyo,Economy,2295,Yes,2,Nut Free
12/12/2024,PA010,Tokyo,New York,First Class,566,Yes,1,Nut Free
6/26/2024,PA006,Tokyo,London,Business Class,315.6,Yes,3,Vegetarian
8/15/2024,PA001,London,New York,Business Class,598.8,Yes,1,Nut Free
8/21/2024,PA001,London,New York,Business Class,249.6,Yes,3,Vegan
1/28/2024,PA009,New York,Tokyo,Business Class,613.2,Yes,1,Vegan
9/20/2024,PA003,London,Perth,Premium Economy,920,Yes,1,None
4/16/2024,PA010,Tokyo,New York,Business Class,280.8,Yes,2,Egg Free
7/25/2024,PA002,New York,London,First Class,296,Yes,2,Vegan
12/17/2024,PA010,Tokyo,New York,Premium Economy,1307.5,Yes,1,Egg Free
9/2/2024,PA011,Perth,Tokyo,Business Class,427.2,Yes,2,Dairy Free
12/28/2024,PA002,New York,London,First Class,295,Yes,2,None
7/31/2024,PA002,New York,London,First Class,501,Yes,1,None
8/18/2024,PA005,London,Tokyo,Business Class,338.4,Yes,0,None
2/22/2024,PA007,New York,Perth,Economy,2835,Yes,1,Vegan
11/19/2024,PA006,Tokyo,London,Business Class,330,Yes,2,Nut Free
1/12/2024,PA007,New York,Perth,Economy,2125,Yes,0,Vegetarian
12/29/2024,PA004,Perth,London,Business Class,550.8,Yes,0,Nut Free
2/4/2024,PA001,London,New York,Business Class,828,Yes,0,None
6/7/2024,PA010,Tokyo,New York,Business Class,674.4,Yes,3,Vegetarian
5/19/2024,PA002,New York,London,First Class,239,Yes,0,Vegan
1/9/2024,PA012,Tokyo,Perth,Business Class,507.6,Yes,0,Dairy Free
3/23/2024,PA002,New York,London,Premium Economy,1625,Yes,0,Nut Free
1/20/2024,PA002,New York,London,First Class,201,Yes,1,Nut Free
2/23/2024,PA009,New York,Tokyo,Premium Economy,622.5,Yes,2,Vegetarian
9/25/2024,PA011,Perth,Tokyo,First Class,457,Yes,3,Nut Free
12/9/2024,PA010,Tokyo,New York,Premium Economy,1142.5,Yes,2,Vegan
1/14/2024,PA004,Perth,London,Economy,1020,Yes,0,Nut Free
9/8/2024,PA001,London,New York,First Class,427,Yes,1,Egg Free
7/26/2024,PA008,Perth,New York,Premium Economy,1410,Yes,0,Vegetarian
2/7/2024,PA009,New York,Tokyo,Premium Economy,1397.5,Yes,3,Vegan
7/15/2024,PA006,Tokyo,London,First Class,531,Yes,3,Egg Free
